n1.name,n2.name,r.statistic_score
CCNA1,NAE1,0.5
TRPM6,FANCD2,0.3
RAB23,VAMP7,0.2
RAB23,SEC23A,0.2
RAB23,SENP2,0.2
FLVCR2,NRAS,0.443
FLVCR2,KRAS,0.443
FLVCR2,HRAS,0.443
PGPEP1,KRAS,0.6
PGPEP1,BRCA1,0.3
PPL,KDF1,0.3
PPL,TINAGL1,0.3
USP30,KRAS,0.6
PSPH,VPS72,0.85
ZNF69,BRCA1,0.3
ADRM1,OGN,0.3
ADRM1,PCDHB4,0.3
ADRM1,HAND2,0.3
DNTT,EGFR,0.533
DNTT,RPL13A,0.476
DNTT,NHP2,0.533
DNTT,GTF2H1,0.539
DNTT,IGF1,0.536
DNTT,PARP1,0.548
DNTT,RRM1,0.539
DNTT,POLD4,0.536
DNTT,UNG,0.554
DNTT,PMS2,0.551
DNTT,POLD1,0.545
DNTT,MDM2,0.536
DNTT,H4C1,0.56
DNTT,PPM1D,0.545
DNTT,SESN2,0.536
DNTT,WRAP53,0.536
DNTT,MAPK12,0.551
DNTT,POLE,0.545
DNTT,IGFBP3,0.557
DNTT,TNFRSF10B,0.497
DNTT,POLR2A,0.506
DNTT,KDR,0.548
DNTT,SSBP1,0.521
DNTT,ERCC1,0.539
DNTT,POLM,0.548
DNTT,NAE1,0.575
DNTT,H2AC8,0.536
DNTT,IGHMBP2,0.551
DNTT,MTOR,0.527
DNTT,XRCC2,0.554
DNTT,RAD51,0.542
DNTT,USP1,0.548
DNTT,RAD9A,0.536
DNTT,RBX1,0.542
DNTT,PARP2,0.557
DNTT,ZBTB32,0.542
DNTT,RELA,0.542
DNTT,RAD23B,0.554
DNTT,MT1X,0.551
VEGFA,KDR,0.75
VEGFA,FGFR3,0.75
VEGFA,PDGFA,0.75
VEGFA,VHL,0.85
VEGFA,PDGFB,0.75
FTSJ3,PTTG1,0.85
FTSJ3,RAE1,0.85
FTSJ3,MRPL36,0.85
FTSJ3,RPLP1,0.85
FTSJ3,LARS1,0.85
FTSJ3,PSMC6,0.85
FTSJ3,MRPL39,0.85
FTSJ3,RTF1,0.85
FTSJ3,METTL17,0.85
HGS,SCN9A,0.3
HGS,SLC38A10,0.2
FOSL1,PTEN,0.3
FOSL1,SDHC,0.3
FOSL1,KIT,0.473
FOSL1,SLC22A1,0.473
FOSL1,NTRK1,0.473
FOSL1,SLC22A2,0.473
FOSL1,PDGFRA,0.473
FOSL1,RET,0.473
FOSL1,ORM1,0.473
FOSL1,PDGFRB,0.473
FOSL1,PTGS1,0.473
MAP4K1,PRKCD,0.85
MAP4K1,SPHK1,0.85
MAP4K1,KRAS,0.6
H3C11,H4C1,0.2
ANXA5,ANTXR1,0.3
ANXA5,BNC2,0.3
ANXA5,NRAS,0.458
ANXA5,KRAS,0.6
ANXA5,CYP2W1,0.3
ANXA5,OSMR,0.3
ANXA5,MYC,0.476
ANXA5,NAV3,0.3
ANXA5,HRAS,0.458
CREBZF,POU2F1,0.3
CREBZF,SPCS2,0.2
CREBZF,PUM2,0.3
CREBZF,KRAS,0.6
CREBZF,IQCB1,0.3
NDUFV2,NRAS,0.446
SRD5A2,PTEN,0.3
ERRFI1,FOSL1,0.3
IGF1,PARP1,0.536
IGF1,POLE,0.527
IGF1,PARP2,0.557
IGF1,POLD1,0.542
IGF1,RAD9A,0.536
IGF1,RAD23B,0.542
IGF1,POLD4,0.554
IGF1,MTOR,0.557
IGF1,USP1,0.548
IGF1,NHP2,0.548
IGF1,PMS2,0.551
IGF1,POLR2A,0.515
IGF1,RBX1,0.548
IGF1,TNFRSF10B,0.557
IGF1,UNG,0.548
IGF1,ZBTB32,0.548
IGF1,WRAP53,0.539
IGF1,TP53,0.3
IGF1,PPM1D,0.533
IGF1,KDR,0.554
IGF1,RELA,0.551
IGF1,IGHMBP2,0.557
IGF1,RRM1,0.539
IGF1,RPL13A,0.512
IGF1,MYC,0.557
IGF1,SESN2,0.548
IGF1,MT1X,0.545
IGF1,POLM,0.554
IGF1,IGFBP3,0.548
IGF1,XRCC2,0.557
IGF1,MDM2,0.506
IGF1,MAPK12,0.548
IGF1,SSBP1,0.521
IGF1,RAD51,0.497
ADK,SGMS1,0.2
SS18L2,PPIH,0.3
SECISBP2L,PTAR1,0.6
SECISBP2L,ARMH3,0.6
SYCP1,TPSAB1,0.3
NCKIPSD,NRAS,0.446
NCKIPSD,KRAS,0.6
COX5A,MED23,0.85
COX5A,NACA,0.85
COX5A,NFE2L1,0.85
COX5A,RPL35,0.85
COX5A,EXOSC9,0.85
COX5A,TUBGCP3,0.85
COX5A,PPP2R1A,0.85
COX5A,MRPL46,0.2
COX5A,RPL13,0.85
COX5A,TTC4,0.85
TTC39A,NRAS,0.44
TTC39A,HRAS,0.44
TTC39A,KRAS,0.44
RBMS1,SIRT7,0.3
NUDT3,SLC22A2,0.506
NUDT3,ORM1,0.506
NUDT3,PDGFRB,0.506
NUDT3,PDGFRA,0.506
NUDT3,RET,0.506
NUDT3,PTGS1,0.506
NUDT3,SLC22A1,0.506
FASTK,NAE1,0.611
FASTK,SCAMP4,0.2
FASTK,GNB2,0.2
FASTK,POR,0.2
FASTK,CLPTM1,0.3
PCDHB13,PCDHB2,0.2
DNPEP,NRAS,0.44
DNPEP,HRAS,0.44
DNPEP,KRAS,0.44
MAPK8IP1,MASP2,0.85
MYO3B,MYC,0.4
HRG,NRAS,0.476
HRG,KRAS,0.6
RBM12B,BRCA1,0.3
RBM12B,TBC1D31,0.2
CD177,STAT3,0.1775
CD177,PARP1,0.1775
BAG4,CDC25B,0.3
BAG4,NAE1,0.575
DYNLL2,HRAS,0.476
DYNLL2,NRAS,0.476
DYNLL2,KRAS,0.6
ACVRL1,GRB2,0.85
ACVRL1,EPRS1,0.85
ACVRL1,KRAS,0.6
ACVRL1,JAK3,0.85
ACVRL1,AMHR2,0.85
ACVRL1,NRAS,0.47
ACVRL1,CDK2,0.85
ACVRL1,VHL,0.56
ACVRL1,HMGA1,0.85
ACVRL1,NPR1,0.85
ACVRL1,STMN1,0.85
ACVRL1,CDK12,0.85
ACVRL1,PTPRE,0.85
ACVRL1,HRAS,0.47
ACVRL1,LTC4S,0.85
ACVRL1,PIK3C2B,0.85
ACVRL1,MAP3K10,0.85
ACVRL1,CIT,0.85
HAO2,NAE1,0.575
RTEL1,BRCA1,0.3
RTEL1,KRAS,0.6
RTEL1,TNFRSF6B,0.2
BRAF,EGFR,0.85
BRAF,SSX1,0.1775
BRAF,HDAC2,0.85
BRAF,HRAS,0.675
BRAF,CHEK1,0.85
BRAF,CHEK2,0.85
BRAF,FGFR2,0.85
BRAF,HSP90AA1,0.85
BRAF,MCL1,0.1775
BRAF,PIK3CA,0.85
BRAF,ZHX2,0.1775
BRAF,FLI1,0.1775
BRAF,MYC,0.557
BRAF,PLA2G1B,0.1775
BRAF,BRCA2,0.85
BRAF,NRAS,0.5875
BRAF,MAP2K1,0.5
BRAF,STARD13,0.1775
BRAF,NAE1,0.5
BRAF,VHL,0.85
BRAF,SUMO1,0.1775
BRAF,CASP3,0.1775
BRAF,SPINT2,0.1775
BRAF,TPCN1,0.1775
BRAF,MAPK1,0.5
BRAF,FNTA,0.85
BRAF,IGF1R,0.85
C17orf77,NAE1,0.629
P4HA2,S100A13,0.3
P4HA2,ULBP2,0.3
P4HA2,COL4A2,0.3
TMEM45A,USP54,0.3
RAB6A,EIPR1,0.6
DAD1,NAE1,0.629
DAD1,TMED10,0.2
COLEC10,BRCA1,0.3
COLEC10,TP53,0.3
LARS1,MED14,0.85
LARS1,POLR2K,0.85
LARS1,PELO,0.85
GPR22,PTEN,0.3
GALNT14,KRAS,0.455
GALNT14,HRAS,0.455
GALNT14,NRAS,0.455
LRRC32,NRAS,0.479
LRRC32,KRAS,0.6
CNNM4,MARVELD2,0.3
CNNM4,NAALAD2,0.3
PIK3C3,PPARA,0.4
PIK3C3,MSI2,0.4
PIK3C3,NFKB2,0.4
PIK3C3,NFIB,0.4
PIK3C3,PTCH1,0.4
PIK3C3,WRN,0.4
PIK3C3,FH,0.4
PIK3C3,KMT2C,0.4
PIK3C3,DDB2,0.4
PIK3C3,CCND2,0.4
PIK3C3,ELK4,0.4
PIK3C3,PBX1,0.4
PIK3C3,SS18L1,0.4
PIK3C3,USP6,0.4
PIK3C3,TRIP11,0.4
PIK3C3,BRIP1,0.4
PIK3C3,SYNE2,0.4
PIK3C3,FBN1,0.4
PIK3C3,AFDN,0.4
PIK3C3,SDHB,0.4
PIK3C3,TSC1,0.4
ELF1,IRAK4,0.3
KLHL36,HRAS,0.443
KLHL36,NRAS,0.443
KLHL36,KRAS,0.443
FOXR1,NRAS,0.449
FOXR1,KRAS,0.6
FOXR1,HRAS,0.449
CAMK2G,LCK,0.85
CAMK2G,TK1,0.85
CAMK2G,MYC,0.4
CAMK2G,CYP4F12,0.85
CAMK2G,PRSS8,0.85
CAMK2G,DMPK,0.85
CAMK2G,PDK2,0.85
CAMK2G,CYP3A4,0.44
CAMK2G,CYP3A5,0.44
CAMK2G,CDK8,0.85
CAMK2G,PIK3CG,0.85
CAMK2G,PTGS1,0.44
CAMK2G,CYP3A7,0.44
CAMK2G,SRC,0.85
CAMK2G,MASP2,0.85
CAMK2G,KIT,0.44
CAMK2G,MAPKAPK2,0.85
CAMK2G,PRKAA1,0.85
CAMK2G,MAP2K7,0.85
CAMK2G,NTRK1,0.44
CAMK2G,CYP2C9,0.44
CAMK2G,PTEN,0.3
CAMK2G,FN3K,0.85
CAMK2G,ERBB2,0.85
CAMK2G,PDGFRA,0.44
CAMK2G,PKLR,0.85
CAMK2G,CSK,0.85
CAMK2G,CSF1R,0.44
CAMK2G,UMPS,0.85
CAMK2G,MAP3K8,0.85
CAMK2G,HMGA1,0.85
CAMK2G,RET,0.44
CAMK2G,SLC22A1,0.44
CAMK2G,MAP3K4,0.85
CAMK2G,PTPRE,0.85
CAMK2G,NOS2,0.85
CAMK2G,DDR1,0.44
CAMK2G,GPX1,0.85
CAMK2G,SLC22A2,0.44
CAMK2G,EHMT2,0.85
CAMK2G,PRKCD,0.85
CAMK2G,CYP1A2,0.44
CAMK2G,TYK2,0.85
CAMK2G,LTC4S,0.85
CAMK2G,CYP2D6,0.44
CAMK2G,ORM1,0.44
CAMK2G,CYP2C19,0.44
CAMK2G,SSTR4,0.85
CAMK2G,NR5A1,0.85
CAMK2G,PDGFRB,0.44
ZNF580,SF1,0.3
FAM102B,KRT8,0.3
FAM178B,NRAS,0.443
GGA3,HGS,0.2
GGA3,SUPT6H,0.2
GGA3,SLC25A19,0.2
GGA3,USP36,0.2
GGA3,SRRM1,0.3
GGA3,TAOK1,0.2
ADCYAP1R1,MGAT4B,0.3
ADCYAP1R1,CYB561,0.3
ADCYAP1R1,RAPSN,0.3
NDUFV1,WDR74,0.2
PPP2R5D,TUBB,0.2
GLP1R,SLC22A7,0.2
TRDN,PTEN,0.3
MPL,NRAS,0.455
ARL6IP4,OGFOD2,0.2
FAM3C,KRAS,0.44
FAM3C,NAE1,0.5
FAM3C,NRAS,0.44
FAM3C,HRAS,0.44
GRM8,HRAS,0.446
GRM8,PPP1R3A,0.2
GRM8,KRAS,0.446
GRM8,NRAS,0.446
GRM8,NPVF,0.2
SLC49A4,GPRC5A,0.2
SLC49A4,VHL,0.1775
SLC49A4,PLXNA1,0.2
SLC49A4,MAP2K1,0.56
AUNIP,PKMYT1,0.3
AUNIP,PDE3A,0.3
AUNIP,MYBL2,0.3
AUNIP,PTPRC,0.3
MBNL1,BRCA1,0.3
MBNL1,NAE1,0.629
PHF1,KRAS,0.6
PHF1,PTEN,0.3
SLC9A7,NRAS,0.458
DCTN3,KRAS,0.6
DCTN3,NRAS,0.506
DCTN3,HRAS,0.506
ARHGAP24,KRAS,0.44
ARHGAP24,HRAS,0.44
ARHGAP24,NRAS,0.44
PI4KB,PTAR1,0.6
PI4KB,SLC25A44,0.2
CXXC4,NRAS,0.449
CXXC4,KRAS,0.6
CXXC4,HRAS,0.449
NQO2,KRAS,0.6
NQO2,NRAS,0.47
NQO2,MYC,0.4
DMPK,PTK6,0.85
DMPK,LCK,0.85
DMPK,TST,0.85
DMPK,PIK3CD,0.85
DMPK,HCRT,0.85
DMPK,PTEN,0.3
DMPK,RPS6KA4,0.85
DMPK,PPP1CC,0.85
DMPK,PRKDC,0.85
DMPK,TK1,0.85
DMPK,STMN1,0.85
DMPK,MAP2K7,0.85
DMPK,NPEPPS,0.85
DMPK,GRB2,0.85
DMPK,KSR1,0.85
SLC4A4,TMEM189,0.3
SLC4A4,PTEN,0.3
SLC4A4,BRCA2,0.3
EXT2,RAB11FIP5,0.167
CYB561A3,TMEM138,0.2
CYB561A3,PTPN12,0.3
TBC1D31,TP53,0.3
TBC1D31,BRCA1,0.3
CAPNS1,PARP8,0.3
CAPNS1,TXNDC5,0.3
CAPNS1,GHSR,0.3
ZNF121,BRCA1,0.3
GH1,APBB1IP,0.3
GH1,HOXB1,0.2
CDK6,VHL,0.85
CDK6,RAD51,0.524
CDK6,SESN2,0.551
CDK6,MAPK12,0.539
CDK6,MYC,0.1775
CDK6,IGFBP3,0.551
CDK6,POLR2A,0.524
CDK6,PSMD9,0.1775
CDK6,POLD4,0.533
CDK6,XRCC2,0.56
CDK6,USP1,0.518
CDK6,SSBP1,0.527
CDK6,GTF2H1,0.539
CDK6,COPS5,0.1775
CDK6,MDM2,0.557
CDK6,SKP2,0.1775
CDK6,MT1X,0.524
CDK6,UNG,0.536
CDK6,H4C1,0.539
CDK6,FGFR3,0.85
CDK6,POLM,0.551
CDK6,MTOR,0.539
CDK6,RELA,0.56
CDK6,ZBTB32,0.548
CDK6,RPL13A,0.497
CDK6,PARP1,0.557
CDK6,CETN2,0.533
CDK6,RBX1,0.533
CDK6,RAD23B,0.542
CDK6,EGFR,0.548
CDK6,POLE,0.539
CDK6,KDR,0.554
CDK6,PPM1D,0.554
CDK6,PIK3CA,0.56
CDK6,ITGB1,0.1775
CDK6,DNTT,0.551
CDK6,ERCC1,0.542
CDK6,TP53,0.1775
CDK6,NHP2,0.542
CDK6,RRM1,0.521
CDK6,H2AC8,0.542
CDK6,IGHMBP2,0.545
CDK6,PMS2,0.548
CDK6,RAD9A,0.557
CDK6,POLD1,0.548
CDK6,MAP2K1,0.4305
CDK6,TNFRSF10B,0.557
CDK6,IGF1,0.554
CDK6,WRAP53,0.536
CDK6,SLC49A4,0.56
JUND,NAE1,0.629
SRGAP1,UBQLN4,0.3
KLK6,KLK7,0.2
FCRL3,KRAS,0.6
FCRL3,HRAS,0.443
FCRL3,NRAS,0.443
GDF7,KRAS,0.443
GDF7,ATM,0.3
GDF7,HRAS,0.443
GDF7,NRAS,0.443
UBA1,HCFC1,0.3
ARMC9,SLCO4A1,0.3
SKIV2L,WDR44,0.3
STK24,BRCA1,0.3
PCDHA6,HIPK4,0.3
PCDHA6,PCDHA8,0.2
PCDHA6,PCDHA9,0.2
PCDHA6,PTGIR,0.3
PALLD,TGFB1I1,0.3
THNSL2,TFCP2L1,0.3
CELA2B,GPR32,0.3
CELA2B,MFSD5,0.3
TGFBI,PLAT,0.3
TGFBI,BCL9L,0.3
MRPS22,UMPS,0.2
TMC4,ESRP2,0.3
TMC4,CXCL16,0.3
TMC4,SH2D3A,0.3
LRRC59,NAE1,0.611
G6PD,PCK1,0.85
G6PD,PGK1,0.85
G6PD,PFKM,0.85
G6PD,PFKL,0.85
G6PD,PGAM1,0.85
G6PD,PDHX,0.85
ITGBL1,MYC,0.554
ZNF570,ZNF583,0.2
ARF6,PARP1,0.1775
ZNF610,ZNF71,0.2
ZNF610,ZNF829,0.2
UBTF,KRAS,0.6
MAF,PTEN,0.3
MAF,ZBTB2,0.3067
ALDOB,ENO2,0.85
ALDOB,ENO1,0.85
SEMG1,SOD1,0.4305
AANAT,BCKDK,0.85
AANAT,TOP1,0.85
AANAT,MAP2K5,0.85
AANAT,EPHB4,0.85
AANAT,CDK12,0.85
AANAT,EHMT2,0.85
AANAT,P2RY6,0.85
ANAPC7,TMPO,0.2
SI,TP53,0.3
RPL36A,TUBGCP3,0.85
RPL36A,SRSF7,0.85
RPL36A,SLC22A2,0.518
RPL36A,WDR70,0.85
RPL36A,TTC4,0.85
RPL36A,SLC39A9,0.85
RPL36A,SLC22A1,0.518
DDX21,MRPS16,0.2
DDX21,KRAS,0.6
DDX21,HRAS,0.44
DDX21,NDC1,0.3
DDX21,NRAS,0.44
COX7C,TIMELESS,0.85
COX7C,FH,0.85
COX7C,PSMD1,0.85
COX7C,RBM17,0.85
C1orf109,NAE1,0.611
NR1D1,PRKDC,0.1775
GOT2,NRAS,0.44
GOT2,HRAS,0.44
GOT2,KRAS,0.6
IGFBP1,STRN4,0.3
SCO2,TYMP,0.2
MAML1,PDGFRB,0.509
MAML1,SLC22A2,0.509
MAML1,NTRK1,0.509
MAML1,SLC22A1,0.509
MAML1,PTGS1,0.509
MAML1,RET,0.509
MAML1,PDGFRA,0.509
MAML1,ORM1,0.509
CKMT1B,NRAS,0.443
CKMT1B,HRAS,0.443
YWHAZ,UGP2,0.3
YWHAZ,CREB1,0.3
YWHAZ,TP53,0.2
SULT4A1,KRAS,0.6
DCTPP1,TMEM186,0.2
ADAMTS17,NAE1,0.611
VPS35,EIPR1,0.6
VPS35,TMEM165,0.6
HECA,HOXC11,0.3
KALRN,NRAS,0.44
ZCCHC8,TCERG1,0.3
GRK1,MYC,0.4
MRVI1,MYC,0.551
H2AZ2,PSMA2,0.2
H2AZ2,NUP205,0.2
DOCK2,TFAP2A,0.3
DOCK2,SLC5A6,0.3
ANTXR2,PTEN,0.3
ANTXR2,PTCD1,0.3
APOLD1,DMRT1,0.3
APOD,BRCA1,0.3
APOD,TP53,0.3
SAFB,LUC7L3,0.3
SAFB,NUP160,0.3
SAFB,SFPQ,0.3
SAFB,MATR3,0.3
SAFB,HNRNPA3,0.3
SAFB,SKP2,0.3
SAFB,RBM14,0.3
SAFB,POLE,0.3
SAFB,FUBP1,0.3
SAFB,RBM12,0.3
RUNDC3A,SDCBP,0.3
HNRNPA2B1,TPX2,0.2
HNRNPA2B1,PLD2,0.3
HNRNPA2B1,HMGB2,0.3
HNRNPA2B1,DLGAP5,0.3
HNRNPA2B1,YBX1,0.3
HNRNPA2B1,ZNF273,0.2
MSH5,NAE1,0.5
ELOVL5,GPR35,0.3
ELOVL5,LRCH4,0.3
UBTD1,PRSS23,0.3
UBTD1,MMP14,0.3
CTR9,PSMA1,0.2
C6orf163,NRAS,0.458
C6orf163,HRAS,0.458
C6orf163,KRAS,0.458
KCTD14,BRCA1,0.3
RARRES1,RPS3,0.56
ZNF254,ZNF430,0.2
ZNF254,ZNF91,0.2
CARS1,PDGFRB,0.506
CARS1,SLC29A2,0.5
CARS1,CYP3A5,0.578
CARS1,SLC22A2,0.506
CARS1,TUBB1,0.5
CARS1,NTRK1,0.506
CARS1,RRM1,0.5
CARS1,FH,0.85
CARS1,GTF2H4,0.85
CARS1,DCK,0.5
CARS1,TTC4,0.85
CARS1,SLC28A1,0.5
CARS1,CYP2D6,0.506
CARS1,CYP2C19,0.506
CARS1,CMPK1,0.5
CARS1,CYP2C9,0.578
CARS1,CYP1B1,0.5
CARS1,CYP3A4,0.578
CARS1,RET,0.506
CARS1,CYP19A1,0.5
CARS1,SLC22A1,0.506
CARS1,NR1I2,0.5
CARS1,PDGFRA,0.506
CARS1,MAPT,0.5
CARS1,CYP2C8,0.5
CARS1,CDA,0.5
CARS1,ORM1,0.506
CARS1,TYMS,0.5
CARS1,TUBGCP3,0.85
CARS1,NACA,0.85
CARS1,CYP3A7,0.578
CARS1,SLCO1B3,0.5
CARS1,CYP1A2,0.506
CARS1,MAP2,0.5
CARS1,CSF1R,0.506
CARS1,SLC29A1,0.5
CARS1,PTGS1,0.506
CARS1,DDR1,0.506
CARS1,MAP4,0.5
CARS1,KIT,0.506
CALML4,HRAS,0.443
CALML4,KRAS,0.443
CALML4,NRAS,0.443
DYM,TXNL1,0.2
ANKRD13A,CDCA8,0.3
EP400,NAE1,0.5
OR10G4,RGS16,0.3
F9,QSOX1,0.3
TMLHE,LAMTOR2,0.3
SHB,ANXA2,0.3
ECH1,RBM24,0.3
ECH1,NRAS,0.479
ECH1,KRAS,0.479
ECH1,TXNDC5,0.3
ECH1,HRAS,0.479
SEMA4F,SRRM1,0.3
SEMA4F,TCEA3,0.3
ITGA2,SLC2A1,0.3
ITGA2,BCAR3,0.3
ITGA2,ADAM9,0.3
ABCC10,PSMB4,0.5
ABCC10,MAGI3,0.563
ABCC10,KHK,0.464
ABCC10,MAP2K7,0.467
ABCC10,CARS1,0.575
ABCC10,PKIA,0.575
ABCC10,DAPK2,0.488
ABCC10,MAP3K1,0.5
ABCC10,SPHK1,0.473
ABCC10,CD9,0.5
ABCC10,FLT1,0.482
ABCC10,CNGA3,0.5
ABCC10,CAMK1,0.602
ABCC10,MAP3K7,0.479
ABCC10,PAK1,0.464
ABCC10,STYXL1,0.443
ABCC10,RNF213,0.5
ABCC10,PKN2,0.5
ABCC10,ITPKC,0.467
ABCC10,ASPM,0.5
ABCC10,PPP3CA,0.5
ABCC10,FANCF,0.5
ABCC10,RRM1,0.5
ABCC10,PTPRD,0.5
ABCC10,CSNK1E,0.482
ABCC10,STK17A,0.482
ABCC10,DLGAP4,0.5
ABCC10,FURIN,0.5
ABCC10,ADA2,0.5
ABCC10,CHEK1,0.647
ABCC10,STK33,0.467
ABCC10,NEK6,0.464
ABCC10,CDKL5,0.473
ABCC10,PRKD3,0.551
ABCC10,KDR,0.473
ABCC10,FBXL14,0.5
ABCC10,MAPK10,0.5
ABCC10,VRK3,0.467
ABCC10,RIPK2,0.446
ABCC10,MAP4K5,0.449
ABCC10,MOK,0.5
ABCC10,CFLAR,0.5
ABCC10,STAT4,0.5
ABCC10,HPS1,0.5
ABCC10,HCK,0.554
ABCC10,WNK4,0.554
ABCC10,C1S,0.5
ABCC10,RIPK1,0.476
ABCC10,AK1,0.491
ABCC10,PKMYT1,0.551
ABCC10,KCND1,0.5
ABCC10,HCFC1,0.5
ABCC10,PEX1,0.5
ABCC10,CDC42BPA,0.479
ABCC10,RFC5,0.5
ABCC10,SOD2,0.5
ABCC10,CSK,0.473
ABCC10,HIPK1,0.485
ABCC10,TAB2,0.56
ABCC10,LPAR1,0.5
ABCC10,RAD9A,0.5
ABCC10,HERC5,0.5
ABCC10,MAPKAP1,0.455
ABCC10,RPS6KL1,0.557
ABCC10,GRK6,0.488
ABCC10,LMTK2,0.467
ABCC10,CALM1,0.491
ABCC10,DGKA,0.56
ABCC10,SLC30A2,0.5
ABCC10,DVL2,0.5
ABCC10,HECTD3,0.5
ABCC10,MAPKAPK2,0.455
ABCC10,EPHB1,0.551
ABCC10,BCKDK,0.5
ABCC10,XRCC6,0.5
ABCC10,RBM12,0.5
ABCC10,TYRO3,0.446
ABCC10,TAP2,0.5
ABCC10,MARK1,0.569
ABCC10,TAOK3,0.551
ABCC10,BIRC3,0.5
ABCC10,PTPN3,0.5
ABCC10,TNK1,0.5
ABCC10,CAMK1D,0.491
ABCC10,CSNK1D,0.584
ABCC10,ILK,0.5
ABCC10,EEPD1,0.5
ABCC10,UCK1,0.572
ABCC10,AMPD2,0.5
ABCC10,SMAD4,0.5
ABCC10,PSMB10,0.5
ABCC10,HACE1,0.5
ABCC10,PRKD2,0.467
ABCC10,CDKN2A,0.44
ABCC10,GTSE1,0.5
ABCC10,PDE3A,0.5
ABCC10,PDPK1,0.47
ABCC10,CKS2,0.452
ABCC10,SMO,0.5
ABCC10,BUB1,0.5
ABCC10,ALPK1,0.5
ABCC10,AURKAIP1,0.482
ABCC10,TNNI3K,0.461
ABCC10,PTPRF,0.5
ABCC10,CSE1L,0.5
ABCC10,CD47,0.5
ABCC10,EPHA1,0.5
ABCC10,PANK2,0.566
ABCC10,KCNQ4,0.5
ABCC10,SNRK,0.479
ABCC10,KIF5A,0.5
ABCC10,PLK3,0.488
ABCC10,ATR,0.62
ABCC10,TK2,0.44
ABCC10,RNASEL,0.5
ABCC10,CBR1,0.5
ABCC10,PRKAG3,0.485
ABCC10,RIPK4,0.44
ABCC10,MAPKAPK3,0.473
ABCC10,FER,0.473
ABCC10,PI4K2A,0.485
ABCC10,SENP1,0.5
ABCC10,AURKA,0.605
DDX54,OGFOD2,0.2
DDX54,NOP2,0.2
AHCY,NRAS,0.449
AHCY,KRAS,0.6
AHCY,HRAS,0.449
FOSL2,NAE1,0.629
HLA-DOA,SLC22A7,0.2
COG5,RAB1A,0.6
COG5,PTAR1,0.6
COG5,EIPR1,0.6
TMEM209,BRCA1,0.3
LIF,EHD2,0.3
OR4E2,KRAS,0.6
MAN2C1,VPS33B,0.2
FZD6,TLE1,0.3
FZD6,TP53,0.3
FZD6,BRCA1,0.3
FZD6,INPP5A,0.3
NCOR1,NRAS,0.449
AVL9,TBRG4,0.2
CHD1,FABP4,0.85
CHD1,PFKFB1,0.85
CHD1,CIT,0.85
CHD1,POMC,0.85
CHD1,PPWD1,0.2
CHD1,LTC4S,0.85
CHD1,DMPK,0.85
CHD1,UMPS,0.85
CHD1,TK1,0.85
CHD1,MTREX,0.2
CHD1,PIK3CG,0.85
CHD1,PTK6,0.85
CHD1,CKM,0.85
CHD1,PIM2,0.85
CHD1,MYC,0.545
CHD1,GRB2,0.85
CHD1,WDR36,0.2
CHD1,DOT1L,0.85
CHD1,HMGCR,0.85
CHD1,PRKCZ,0.85
SLC22A2,TJP1,0.527
SLC22A2,SMARCA1,0.506
SLC22A2,UBE3A,0.509
SLC22A2,SV2B,0.506
SLC22A2,TPM1,0.512
SLC22A2,UGT1A7,0.557
SLC22A2,THAP1,0.506
SLC22A2,TBCCD1,0.512
SLC22A2,TAS2R14,0.506
SLC22A2,TLE1,0.509
SLC22A2,ZNF473,0.515
SLC22A2,UBA6,0.515
SLC22A2,SNTA1,0.587
SLC22A2,TRIM24,0.509
SLC22A2,UTP14A,0.539
SLC22A2,SORBS1,0.503
SLC22A2,TMEFF1,0.509
SLC22A2,TFAP2B,0.53
SLC22A2,SNX10,0.503
SLC22A2,WNT5A,0.443
SLC22A2,SP110,0.515
SLC22A2,RO60,0.527
SLC22A2,PTEN,0.3
SLC22A2,ZNF140,0.506
SLC22A2,UCP2,0.506
SLC22A2,SYT11,0.503
SLC22A2,SPTB,0.506
SLC22A2,SP100,0.503
SLC22A2,SRI,0.506
SLC22A2,TNFRSF9,0.506
SLC22A2,ZP3,0.521
SLC22A2,TRIP11,0.509
RHOC,S100A13,0.3
RHOC,CPA4,0.3
RHOC,AHNAK,0.3
RHOC,CAVIN1,0.3
SPIDR,NAE1,0.611
FLCN,SSH3,0.1775
FLCN,SSH2,0.1775
FLCN,SSH1,0.1775
CYP2D6,LRRC37A3,0.515
CYP2D6,UBE3A,0.509
CYP2D6,FZD8,0.578
CYP2D6,FZD2,0.44
CYP2D6,DLAT,0.506
CYP2D6,NCOA3,0.503
CYP2D6,SPTB,0.506
CYP2D6,HIF3A,0.521
CYP2D6,RTP4,0.509
CYP2D6,TJP1,0.527
CYP2D6,NUDT3,0.506
CYP2D6,EPB42,0.506
CYP2D6,WNT5A,0.443
CYP2D6,THAP1,0.506
CYP2D6,GLIPR1,0.503
CYP2D6,PLCB1,0.443
CYP2D6,SEL1L,0.506
CYP2D6,PDE4DIP,0.554
CYP2D6,NFATC2IP,0.44
CYP2D6,GTF2H5,0.515
CYP2D6,FCN3,0.53
CYP2D6,IL7,0.446
CYP2D6,DBF4,0.557
CYP2D6,PPP1R2,0.506
CYP2D6,GLT8D1,0.503
CYP2D6,RARA,0.509
CYP2D6,SORBS1,0.503
CYP2D6,EDF1,0.506
CYP2D6,GPC5,0.521
CYP2D6,RCAN2,0.443
CYP2D6,INTS6L,0.506
